Gene Identifier,Gene Symbol,Allele,Strain Identifier,Temp,Vph1_Num_cells_GW,Vph1_Num_wells_GW,Vph1_penetrance_GW,Vph1_class E_GW,Vph1_class G_GW,Vph1_enlarged_GW,Vph1_fragmented_GW,Vph1_multilobed_GW,Vph1_V-ATPase defect_GW,Vph1_WT_GW,Vph1_none_GW,Snf7_Num_cells_GW,Snf7_Num_wells_GW,Snf7_penetrance_GW,Snf7_condensed_GW,Snf7_fragmented_GW,Snf7_membrane_GW,Snf7_WT_GW,Snf7_none_GW,Sla1_Num_cells_GW,Sla1_Num_wells_GW,Sla1_penetrance_GW,Sla1_aggregate_GW,Sla1_decreased patch number_GW,Sla1_depolarized patches_GW,Sla1_increased patch number_GW,Sla1_WT_GW,Sla1_none_GW,Sac6_Num_cells_GW,Sac6_Num_wells_GW,Sac6_penetrance_GW,Sac6_aggregate_GW,Sac6_bright patches_GW,Sac6_decreased patch number_GW,Sac6_depolarized patches_GW,Sac6_WT_GW,Sac6_none_GW
YPR145W,ASN1,,DMA5132,,407,2,17.7,0.047,0.012,0.012,0.049,0.042,0.015,0.823,0,337,2,32,0.151,0.08,0.039,0.68,0.05,143,1,10.5,0.021,0.056,0.014,0.014,0.895,0,138,1,18.8,0.029,0.036,0.029,0.094,0.812,0
YPR141C,KAR3,,DMA5133,,219,2,28.3,0.064,0.009,0.032,0.037,0.119,0.023,0.717,0,260,2,64.6,0.55,0.027,0.019,0.354,0.05,50,1,28,0.02,0.12,0.08,0.06,0.72,0,45,1,28.9,0.022,0.044,0.067,0.156,0.711,0
YPR140W,TAZ1,,DMA5134,,340,1,11.5,0.018,0.006,0.012,0.026,0.053,0,0.885,0,321,1,19.3,0.093,0.047,0.044,0.807,0.009,178,1,10.1,0.034,0.028,0.017,0.017,0.899,0.006,169,1,14.2,0.024,0.024,0.012,0.071,0.858,0.012
YPR138C,MEP3,,DMA5135,,257,1,8.9,0.008,0,0.016,0.023,0.031,0.012,0.911,0,305,1,30.8,0.19,0.026,0.056,0.692,0.036,152,1,16.4,0.013,0.099,0.033,0.013,0.836,0.007,135,1,14.1,0.03,0.007,0.015,0.089,0.859,0
YPR135W,CTF4,,DMA5136,,272,3,43.4,0.026,0,0.033,0.033,0.313,0.029,0.566,0,174,3,33.3,0.172,0.08,0.057,0.667,0.023,76,4,47.4,0.013,0.303,0.145,0.013,0.526,0,53,3,39.6,0.038,0.038,0.189,0.113,0.604,0.019
YPR171W,BSP1,,DMA5138,,270,2,19.6,0.022,0.007,0.019,0.07,0.056,0.022,0.804,0,103,1,24.3,0.097,0.078,0.029,0.757,0.039,88,1,17,0.023,0.057,0.045,0.045,0.83,0,76,1,23.7,0,0.039,0.053,0.105,0.763,0.039
YPR170C,,,DMA5139,,658,4,51.4,0.012,0.081,0.059,0.324,0.024,0.011,0.486,0.003,668,4,25.4,0.084,0.046,0.066,0.746,0.058,655,3,18.3,0.058,0.05,0.015,0.052,0.817,0.008,355,2,21.1,0.059,0.037,0.031,0.076,0.789,0.008
YCL039W,GID7,,DMA514,,534,1,28.8,0.019,0,0.159,0.069,0.036,0.006,0.712,0,115,1,20,0.061,0.07,0.052,0.8,0.017,60,1,28.3,0.067,0.183,0.017,0,0.717,0.017,57,1,12.3,0.018,0,0,0.105,0.877,0
YPR167C,MET16,,DMA5140,,495,2,19,0.028,0.012,0.048,0.042,0.051,0.006,0.81,0.002,457,2,30.2,0.077,0.053,0.118,0.698,0.055,72,1,25,0.069,0.139,0,0.028,0.75,0.014,66,1,19.7,0,0.061,0.061,0.045,0.803,0.03
YPR164W,MMS1,,DMA5141,,156,3,34,0.026,0.006,0.071,0.006,0.212,0.019,0.66,0,161,3,32.3,0.106,0.13,0.037,0.677,0.05,36,1,33.3,0.083,0.139,0.083,0.028,0.667,0,40,1,42.5,0.05,0.075,0.075,0.225,0.575,0
YPR160W,GPH1,,DMA5142,,283,1,38.2,0.032,0.007,0.004,0.042,0.283,0.014,0.618,0,158,1,24.7,0.101,0.076,0.044,0.753,0.025,169,1,12.4,0.047,0.03,0.03,0.012,0.876,0.006,164,1,16.5,0.024,0.024,0.012,0.104,0.835,0
YPR158W,CUR1,,DMA5143,,182,1,34.1,0.027,0.011,0.011,0.055,0.225,0.011,0.659,0,136,1,27.2,0.074,0.074,0.074,0.728,0.051,146,1,17.8,0.048,0.075,0.027,0.014,0.822,0.014,137,1,17.5,0.044,0.015,0.051,0.066,0.825,0
YPR157W,TDA6,,DMA5144,,222,1,10.4,0.009,0.005,0.005,0.05,0.027,0.009,0.896,0,240,1,62.9,0.533,0.038,0.025,0.371,0.033,175,1,13.7,0.04,0.063,0.023,0.011,0.863,0,159,1,16.4,0.038,0.013,0.031,0.082,0.836,0
YPR156C,TPO3,,DMA5145,,293,1,14.7,0.041,0.007,0.01,0.044,0.038,0.003,0.853,0.003,142,1,34.5,0.106,0.113,0.085,0.655,0.042,134,1,9.7,0.022,0.037,0,0.03,0.903,0.007,121,1,21.5,0.041,0.083,0.033,0.058,0.785,0
YPR155C,NCA2,,DMA5146,,213,1,15,0.019,0,0.009,0.07,0.052,0,0.85,0,216,1,28.2,0.111,0.079,0.074,0.718,0.019,105,1,19,0.029,0.086,0.019,0.057,0.81,0,99,1,22.2,0.02,0.071,0.02,0.111,0.778,0
YPR154W,PIN3,,DMA5147,,253,1,10.3,0.02,0,0.024,0.028,0.024,0.008,0.897,0,120,1,40,0.333,0.025,0.025,0.6,0.017,171,1,13.5,0,0.07,0.006,0.053,0.865,0.006,151,1,20.5,0.013,0.04,0.046,0.106,0.795,0
YPR153W,,,DMA5148,,569,2,20.9,0.039,0.028,0.018,0.058,0.065,0.002,0.791,0,320,3,30,0.031,0.147,0.091,0.7,0.031,87,2,40.2,0.092,0.241,0.034,0.034,0.598,0,32,1,31.3,0.031,0.031,0.125,0.125,0.688,0
YCL038C,ATG22,,DMA515,,549,3,44.1,0.319,0.007,0.046,0.035,0.033,0.002,0.559,0,248,2,32.7,0.052,0.048,0.165,0.673,0.06,117,1,16.2,0.017,0.111,0.009,0,0.838,0.026,112,1,9.8,0,0.027,0.036,0.036,0.902,0
YPR193C,HPA2,,DMA5150,,180,1,15,0.05,0,0.017,0.017,0.033,0.033,0.85,0,151,1,26.5,0.132,0.086,0.026,0.735,0.02,51,1,17.6,0.02,0.137,0,0.02,0.824,0,50,1,6,0,0.02,0.02,0.02,0.94,0
YPR192W,AQY1,,DMA5151,,120,1,27.5,0.042,0.008,0.067,0.025,0.108,0.025,0.725,0,300,1,33,0.117,0.143,0.033,0.67,0.037,111,1,19.8,0.045,0.072,0.045,0.036,0.802,0,98,1,21.4,0.02,0.01,0.061,0.122,0.786,0
YPR191W,QCR2,,DMA5152,,667,3,18.7,0.024,0.006,0.03,0.072,0.043,0.009,0.813,0.003,329,3,36.2,0.191,0.119,0.018,0.638,0.033,307,3,16,0.046,0.023,0.033,0.052,0.84,0.007,272,3,23.9,0.044,0.044,0.007,0.14,0.761,0.004
YPR189W,SKI3,,DMA5153,,227,1,16.3,0.026,0.009,0.018,0.026,0.07,0.013,0.837,0,65,1,32.3,0.123,0.138,0.015,0.677,0.046,72,1,13.9,0.042,0.069,0.014,0.014,0.861,0,67,1,28.4,0.06,0.09,0.06,0.075,0.716,0
YPR188C,MLC2,,DMA5154,,157,1,37.6,0.115,0.019,0.051,0.057,0.115,0.019,0.624,0,209,1,34.4,0.033,0.1,0.182,0.656,0.029,88,1,13.6,0.023,0.08,0.011,0.011,0.864,0.011,78,1,10.3,0.013,0.026,0.026,0.038,0.897,0
YPR185W,ATG13,,DMA5155,,594,2,17.7,0.039,0.005,0.052,0.029,0.029,0.024,0.823,0,112,2,27.7,0.018,0.063,0.152,0.723,0.045,251,2,14.7,0.036,0.036,0.016,0.056,0.853,0.004,221,2,17.2,0.045,0.027,0.041,0.05,0.828,0.009
YPR184W,GDB1,,DMA5156,,407,2,24.6,0.022,0.01,0.066,0.047,0.101,0,0.754,0,234,2,60.7,0.487,0.043,0.038,0.393,0.038,116,1,15.5,0.026,0.086,0.009,0.034,0.845,0,104,1,19.2,0.048,0.048,0.058,0.029,0.808,0.01
YPR179C,HDA3,,DMA5157,,500,4,27.2,0.026,0.012,0.008,0.042,0.174,0.006,0.728,0.004,627,4,28.4,0.064,0.069,0.112,0.716,0.04,318,4,20.1,0.063,0.06,0.006,0.066,0.799,0.006,209,3,28.7,0.014,0.01,0.115,0.144,0.713,0.005
YPR174C,,,DMA5158,,361,2,13,0.019,0,0.014,0.036,0.058,0.003,0.87,0,201,1,24.4,0.01,0.174,0.03,0.756,0.03,313,2,16,0.032,0.035,0.026,0.067,0.84,0,283,2,18.4,0.035,0.032,0.035,0.081,0.816,0
YPR173C,VPS4,,DMA5159,,82,2,81.7,0.427,0.037,0.049,0.244,0.037,0.024,0.183,0,238,2,95.4,0.861,0.059,0.013,0.046,0.021,48,2,62.5,0.583,0.021,0,0.021,0.375,0,19,1,26.3,0,0.105,0.053,0.105,0.737,0
YPR172W,,,DMA5160,,370,1,15.4,0.024,0.014,0.027,0.057,0.022,0.008,0.846,0.003,349,2,22.3,0.069,0.052,0.08,0.777,0.023,332,2,10.8,0.03,0.027,0.012,0.03,0.892,0.009,295,2,15.3,0.027,0.044,0.027,0.051,0.847,0.003
YJL082W,IML2,,DMA5162,,150,1,27.3,0.067,0.02,0.04,0.053,0.04,0.053,0.727,0,183,1,28.4,0.131,0.06,0.038,0.716,0.055,89,1,11.2,0.022,0.067,0.011,0.011,0.888,0,85,1,17.6,0.035,0,0.071,0.059,0.824,0.012
YJL079C,PRY1,,DMA5163,,239,1,18.8,0.025,0.029,0.029,0.029,0.05,0.025,0.812,0,243,1,24.7,0.07,0.078,0.049,0.753,0.049,410,2,14.6,0.024,0.039,0.022,0.059,0.854,0.002,379,2,12.9,0.016,0.018,0.026,0.069,0.871,0
YHR008C,SOD2,,DMA5164,,152,1,23,0.092,0.007,0.02,0.046,0.059,0.007,0.77,0,175,1,33.7,0.137,0.103,0.046,0.663,0.051,102,1,10.8,0.029,0.049,0.01,0.01,0.892,0.01,94,1,18.1,0.053,0.032,0.032,0.064,0.819,0
YPR201W,ARR3,,DMA5165,,146,1,27.4,0.096,0.007,0.021,0.062,0.021,0.062,0.726,0.007,237,1,28.7,0.152,0.051,0.042,0.713,0.042,161,1,10.6,0.019,0.05,0.012,0.025,0.894,0,152,1,19.1,0.039,0.007,0.046,0.099,0.809,0
YPR200C,ARR2,,DMA5166,,415,2,29.4,0.027,0.002,0.173,0.027,0.051,0.012,0.706,0.002,339,2,48.7,0.407,0.027,0.021,0.513,0.032,85,1,11.8,0.047,0.047,0,0.012,0.882,0.012,77,1,24.7,0.013,0.091,0.065,0.078,0.753,0
YPR199C,ARR1,,DMA5167,,250,1,10.4,0.008,0,0.016,0.044,0.032,0.004,0.896,0,244,1,45.1,0.348,0.049,0.016,0.549,0.037,116,1,18.1,0.078,0.086,0,0.017,0.819,0,112,1,20.5,0.054,0.018,0.063,0.063,0.795,0.009
YPR198W,SGE1,,DMA5168,,139,1,9.4,0.022,0,0.014,0.007,0.043,0.007,0.906,0,166,1,30.7,0.096,0.096,0.03,0.693,0.084,118,1,16.9,0.034,0.085,0.008,0.034,0.831,0.008,111,1,15.3,0.045,0.018,0.036,0.054,0.847,0
YPR197C,,,DMA5169,,354,1,13,0.025,0.003,0.025,0.028,0.045,0.003,0.87,0,268,1,28.7,0.119,0.082,0.034,0.713,0.052,119,1,10.9,0.008,0.042,0.017,0.042,0.891,0,112,1,16.1,0.071,0.009,0.027,0.054,0.839,0
YPR196W,,,DMA5170,,451,2,23.3,0.051,0.013,0.011,0.027,0.102,0.029,0.767,0,826,2,38.5,0.103,0.054,0.173,0.615,0.054,133,1,15,0.038,0.06,0.023,0.03,0.85,0,119,1,14.3,0.025,0.042,0.025,0.05,0.857,0
YPR195C,,,DMA5171,,401,1,11.5,0.022,0,0.017,0.037,0.027,0.01,0.885,0,271,1,24.7,0.122,0.074,0.026,0.753,0.026,131,1,13.7,0.038,0.069,0,0.023,0.863,0.008,113,1,12.4,0.018,0.018,0.018,0.071,0.876,0
YPR194C,OPT2,,DMA5172,,405,2,21.5,0.027,0.002,0.017,0.042,0.119,0.007,0.785,0,385,2,52.2,0.436,0.026,0.029,0.478,0.031,116,1,16.4,0.026,0.052,0.026,0.034,0.836,0.026,108,1,17.6,0.028,0.009,0.037,0.102,0.824,0
YNR041C,COQ2,,DMA5177,,282,1,9.2,0,0.007,0.007,0.025,0.035,0.018,0.908,0,82,1,18.3,0.061,0.049,0.024,0.817,0.049,101,2,20.8,0.02,0.168,0,0.02,0.792,0,24,1,37.5,0.083,0.042,0,0.25,0.625,0
YJR034W,PET191,,DMA5178,,854,3,28.5,0.117,0.011,0.018,0.042,0.088,0.007,0.715,0.002,131,3,46.6,0.13,0.229,0.053,0.534,0.053,267,2,27,0.06,0.154,0.007,0.03,0.73,0.019,74,1,10.8,0,0.014,0.027,0.068,0.892,0
YJL120W,,,DMA5179,,76,1,30.3,0.079,0.039,0.026,0.013,0.145,0,0.697,0,303,2,42.6,0.033,0.129,0.211,0.574,0.053,112,3,29.5,0.036,0.179,0.054,0.018,0.705,0.009,95,2,36.8,0.074,0.021,0.116,0.137,0.632,0.021
YCL069W,VBA3,,DMA518,,411,1,21.7,0.027,0.024,0.032,0.029,0.1,0.002,0.783,0.002,79,1,75.9,0.722,0,0.013,0.241,0.025,34,1,35.3,0.059,0.294,0,0,0.647,0,30,1,6.7,0.033,0.033,0,0,0.933,0
YJL119C,,,DMA5180,,380,1,17.4,0.021,0.011,0.005,0.042,0.082,0.013,0.826,0,150,1,22,0.087,0.047,0.073,0.78,0.013,84,1,10.7,0.024,0.048,0.012,0.012,0.893,0.012,77,1,16.9,0.052,0.052,0.039,0.026,0.831,0
YJL117W,PHO86,,DMA5181,,301,1,18.6,0.017,0.027,0.033,0.063,0.043,0.003,0.814,0,138,1,25.4,0.051,0.123,0.058,0.746,0.022,189,2,22.2,0.032,0.143,0.011,0.021,0.778,0.016,52,1,48.1,0.096,0,0.173,0.192,0.519,0.019
YJL107C,,,DMA5182,,145,1,13.1,0.041,0,0.034,0.028,0.028,0,0.869,0,447,2,27.1,0.134,0.049,0.043,0.729,0.045,525,2,21.5,0.072,0.038,0.01,0.088,0.785,0.008,490,2,15.5,0.02,0.031,0.024,0.08,0.845,0
YJL106W,IME2,,DMA5183,,697,2,15.2,0.013,0.011,0.019,0.046,0.059,0.004,0.848,0,165,1,33.3,0.042,0.194,0.061,0.667,0.036,266,2,14.3,0.053,0.023,0,0.056,0.857,0.011,245,2,17.1,0.029,0.037,0.024,0.078,0.829,0.004
YJL092W,SRS2,,DMA5184,,228,1,14.9,0.026,0,0.013,0.013,0.07,0.026,0.851,0,205,1,23.4,0.132,0.039,0.044,0.766,0.02,96,1,13.5,0.021,0.063,0.031,0.021,0.865,0,88,1,22.7,0.034,0.023,0.057,0.114,0.773,0
YGL049C,TIF4632,,DMA5185,,123,1,22,0.016,0.008,0.041,0.024,0.114,0.016,0.78,0,386,2,22.8,0.028,0.137,0.031,0.772,0.031,224,2,13.8,0.009,0.098,0.009,0.022,0.862,0,209,2,19.6,0.019,0.019,0.067,0.091,0.804,0
YGL042C,,,DMA5186,,373,2,59,0.011,0,0.485,0.056,0.021,0.016,0.41,0,139,2,35.3,0.201,0.043,0.065,0.647,0.043,120,1,10.8,0.017,0.083,0.008,0,0.892,0,112,1,13.4,0.009,0.027,0.027,0.071,0.866,0
YBR078W,ECM33,,DMA5187,,225,2,48,0.036,0.009,0.204,0.058,0.156,0.018,0.52,0,21,1,9.5,0,0.048,0.048,0.905,0,52,2,42.3,0.038,0.077,0.077,0.231,0.577,0,21,1,47.6,0.19,0.19,0.048,0.048,0.524,0
YJL177W,RPL17B,,DMA5188,,330,1,11.5,0.012,0.006,0.021,0.045,0.021,0.009,0.885,0,22,1,31.8,0.091,0.045,0.091,0.682,0.091,91,1,16.5,0.055,0.022,0.011,0.077,0.835,0,80,1,18.8,0.025,0.063,0.025,0.063,0.813,0.013
YGR122W,,,DMA5189,,910,5,39.5,0.047,0.002,0.265,0.034,0.032,0.014,0.605,0,457,3,36.8,0.133,0.037,0.147,0.632,0.05,235,3,27.7,0.068,0.017,0.017,0.166,0.723,0.009,210,3,25.2,0.024,0.1,0.014,0.114,0.748,0
YCL064C,CHA1,,DMA519,,263,1,11.4,0.027,0.004,0.019,0.038,0.027,0,0.886,0,295,1,28.1,0.078,0.041,0.122,0.719,0.041,86,1,25.6,0.035,0.163,0.023,0.023,0.744,0.012,80,1,12.5,0.013,0.013,0.05,0.05,0.875,0
YGR068C,ART5,,DMA5190,,127,2,23.6,0.055,0.016,0.016,0.039,0.102,0.008,0.764,0,197,1,21.8,0.066,0.102,0.036,0.782,0.015,94,1,12.8,0.032,0.021,0.053,0.011,0.872,0.011,75,1,26.7,0.027,0.093,0.027,0.093,0.733,0.027
YGR067C,,,DMA5191,,233,1,14.2,0.034,0.004,0.017,0.039,0.034,0.013,0.858,0,70,1,15.7,0.043,0.043,0.043,0.843,0.029,88,1,20.5,0.057,0.011,0.011,0.125,0.795,0,72,1,22.2,0.069,0.069,0.042,0.042,0.778,0
YGR055W,MUP1,,DMA5193,,644,3,25.2,0.036,0.009,0.095,0.042,0.064,0.006,0.748,0,614,3,30.5,0.14,0.073,0.042,0.695,0.049,272,2,31.6,0.07,0.096,0.044,0.092,0.684,0.015,102,1,29.4,0.069,0.108,0.01,0.108,0.706,0
YGL071W,AFT1,,DMA5194,,111,1,11.7,0.009,0,0.018,0.036,0.054,0,0.883,0,336,3,21.1,0.051,0.092,0.054,0.789,0.015,582,2,15.1,0.027,0.026,0.034,0.057,0.849,0.007,511,2,25.8,0.025,0.055,0.049,0.121,0.742,0.008
YGL063W,PUS2,,DMA5195,,217,1,22.6,0.028,0.005,0.051,0.074,0.037,0.032,0.774,0,114,1,18.4,0.061,0.018,0.061,0.816,0.044,231,1,16.9,0.061,0.039,0.017,0.048,0.831,0.004,214,1,15,0.019,0.033,0.005,0.093,0.85,0
YOR155C,ISN1,,DMA5197,,477,1,15.9,0.031,0.01,0.013,0.05,0.055,0,0.841,0,136,1,25.7,0.037,0.14,0.022,0.743,0.059,120,1,20,0.05,0.067,0.05,0.033,0.8,0,113,1,17.7,0.035,0.027,0.044,0.071,0.823,0
YOR054C,VHS3,,DMA5198,,345,1,14.5,0.058,0.003,0.02,0.032,0.032,0,0.855,0,146,1,21.9,0.082,0.068,0.048,0.781,0.021,94,1,13.8,0.074,0.032,0.011,0.021,0.862,0,92,1,15.2,0.033,0.033,0.033,0.043,0.848,0.011
YNL180C,RHO5,,DMA5199,,321,1,27.7,0.025,0.006,0.031,0.069,0.143,0.003,0.723,0,106,1,17.9,0.075,0.057,0.028,0.821,0.019,82,1,14.6,0.024,0.037,0.037,0.049,0.854,0,72,1,15.3,0,0.028,0.014,0.097,0.847,0.014
YAL062W,GDH3,,DMA52,,289,1,16.3,0.035,0.007,0.035,0.028,0.055,0.003,0.837,0,104,1,25,0.067,0.135,0.019,0.75,0.029,62,1,16.1,0,0.113,0,0.048,0.839,0,59,1,25.4,0,0.068,0.068,0.119,0.746,0
YCL063W,VAC17,,DMA520,,742,4,55.8,0.034,0.004,0.158,0.032,0.294,0.035,0.442,0.001,549,3,39.7,0.148,0.056,0.138,0.603,0.055,140,2,19.3,0.071,0.093,0.007,0.021,0.807,0,25,1,20,0.08,0,0,0.12,0.8,0
YNL042W,BOP3,,DMA5200,,339,1,13,0.024,0.006,0.018,0.035,0.047,0,0.87,0,205,1,11.7,0.034,0.063,0.01,0.883,0.01,126,1,17.5,0.04,0.056,0.048,0.032,0.825,0,119,1,18.5,0.042,0.025,0.042,0.076,0.815,0
YKL087C,CYT2,,DMA5201,,446,1,11.4,0.013,0.002,0.002,0.047,0.04,0.009,0.886,0,74,1,13.5,0.081,0.014,0.027,0.865,0.014,184,1,13,0.016,0.049,0.038,0.027,0.87,0,159,1,25.8,0.031,0.025,0.05,0.151,0.742,0
YAL048C,GEM1,,DMA5203,,151,1,19.9,0.02,0,0.06,0.066,0.046,0.007,0.801,0,96,1,18.8,0.104,0.031,0.01,0.813,0.042,99,1,23.2,0.081,0.02,0.051,0.081,0.768,0,75,1,34.7,0.067,0.093,0.013,0.173,0.653,0
YOR248W,,,DMA5204,,157,1,16.6,0.006,0.006,0.038,0.025,0.038,0.051,0.834,0,277,2,19.1,0.022,0.072,0.083,0.809,0.014,610,3,30,0.061,0.184,0.016,0.038,0.7,0.002,264,2,18.2,0.03,0.038,0.045,0.064,0.818,0.004
YOR220W,RCN2,,DMA5205,,929,3,16.4,0.023,0.019,0.018,0.04,0.062,0,0.836,0.001,789,3,39.2,0.09,0.06,0.191,0.608,0.051,421,2,24.2,0.086,0.081,0.021,0.05,0.758,0.005,187,1,16,0.032,0.032,0.005,0.086,0.84,0.005
YOR180C,DCI1,,DMA5206,,236,2,18.2,0.013,0,0.034,0.017,0.114,0.004,0.818,0,452,2,32.3,0.051,0.038,0.186,0.677,0.049,202,1,14.4,0.03,0.035,0.03,0.05,0.856,0,183,1,15.8,0.016,0.022,0.011,0.109,0.842,0
YOR179C,SYC1,,DMA5207,,313,1,43.8,0.029,0.01,0.3,0.086,0.006,0.006,0.562,0,110,1,18.2,0.082,0.036,0.027,0.818,0.036,276,1,17,0.047,0.043,0.022,0.054,0.83,0.004,262,1,17.9,0.019,0.042,0.046,0.073,0.821,0
YOR158W,PET123,,DMA5209,,386,1,16.3,0.023,0.013,0.008,0.026,0.075,0.016,0.837,0.003,110,1,23.6,0.036,0.155,0.009,0.764,0.036,264,1,15.5,0.042,0.083,0.015,0.015,0.845,0,237,1,16,0.021,0.017,0.046,0.076,0.84,0
YCL062W,,,DMA521,,612,4,49.8,0.042,0.016,0.109,0.042,0.261,0.023,0.502,0.003,451,3,42.4,0.195,0.055,0.113,0.576,0.06,199,3,30.2,0.045,0.141,0.015,0.08,0.698,0.02,25,1,28,0.04,0.04,0.08,0.08,0.72,0.04
YDR033W,MRH1,,DMA5210,,399,1,12.3,0.018,0.003,0.015,0.028,0.053,0.008,0.877,0,69,1,24.6,0.087,0.043,0.014,0.754,0.101,97,1,13.4,0.01,0.052,0.062,0.01,0.866,0,98,1,19.4,0.01,0.041,0.031,0.112,0.806,0
YDR032C,PST2,,DMA5211,,339,1,13.9,0.024,0,0.021,0.041,0.05,0,0.861,0.003,112,1,8.9,0.027,0.045,0,0.911,0.018,127,1,16.5,0.016,0.047,0.055,0.031,0.835,0.016,130,1,16.9,0.031,0.023,0.023,0.092,0.831,0
YDR031W,MIX14,,DMA5212,,154,1,15.6,0.019,0.032,0.039,0.032,0.026,0.006,0.844,0,209,2,18.2,0.057,0.057,0.048,0.818,0.019,341,2,16.7,0.035,0.091,0.009,0.026,0.833,0.006,291,2,19.2,0.017,0.021,0.045,0.1,0.808,0.01
YDR030C,RAD28,,DMA5213,,387,1,14.2,0.026,0.005,0.016,0.044,0.047,0.005,0.858,0,142,1,12.7,0.028,0.07,0.021,0.873,0.007,201,1,13.9,0.03,0.015,0.04,0.05,0.861,0.005,184,1,13,0.022,0,0.011,0.098,0.87,0
YDR029W,,,DMA5214,,188,1,29.3,0.112,0,0.043,0.048,0.069,0.021,0.707,0,105,1,14.3,0.01,0.076,0.038,0.857,0.019,98,1,15.3,0.041,0.01,0.02,0.082,0.847,0,93,1,18.3,0.022,0.054,0.022,0.086,0.817,0
YDR026C,NSI1,,DMA5215,,513,2,20.1,0.031,0.004,0.037,0.041,0.078,0.01,0.799,0,232,2,34.5,0.237,0.026,0.047,0.655,0.034,124,1,15.3,0.048,0.024,0.024,0.056,0.847,0,120,1,20.8,0.033,0.033,0.05,0.075,0.792,0.017
YAL046C,AIM1,,DMA5216,,403,1,11.9,0.01,0.005,0.017,0.035,0.045,0.007,0.881,0,288,1,18.4,0.059,0.063,0.028,0.816,0.035,159,1,14.5,0.031,0.069,0.006,0.038,0.855,0,155,1,16.1,0.026,0.026,0.026,0.084,0.839,0
YLR227C,ADY4,,DMA5217,,380,1,12.4,0.013,0.003,0.018,0.032,0.042,0.013,0.876,0.003,215,1,33.5,0.265,0.009,0.028,0.665,0.033,159,1,18.2,0.044,0.05,0.025,0.05,0.818,0.013,146,1,16.4,0.027,0.041,0.034,0.055,0.836,0.007
YKR104W,,,DMA5218,,276,1,17.4,0.033,0.011,0.04,0.054,0.022,0.014,0.826,0,164,1,15.9,0.061,0.055,0.03,0.841,0.012,255,1,18.4,0.031,0.031,0.024,0.094,0.816,0.004,241,1,19.1,0.037,0.046,0.021,0.083,0.809,0.004
YDR046C,BAP3,,DMA5219,,269,1,14.9,0.019,0.007,0.015,0.048,0.052,0.007,0.851,0,169,1,21.9,0.124,0.036,0.036,0.781,0.024,124,1,16.9,0.032,0.016,0.016,0.089,0.831,0.016,119,1,15.1,0.025,0.034,0.017,0.076,0.849,0
YCL061C,MRC1,,DMA522,,1801,11,20.9,0.018,0.005,0.038,0.053,0.077,0.017,0.791,0.001,753,7,37.1,0.256,0.039,0.033,0.629,0.042,536,8,16.4,0.022,0.088,0.035,0.017,0.836,0.002,488,8,17.4,0.012,0.018,0.045,0.098,0.826,0
YDR043C,NRG1,,DMA5221,,382,1,18.1,0.016,0.018,0.024,0.037,0.081,0.005,0.819,0,73,1,26,0.096,0.137,0.014,0.74,0.014,80,1,12.5,0.038,0.05,0.038,0,0.875,0,80,1,8.8,0,0,0.013,0.075,0.913,0
YDR042C,,,DMA5222,,376,2,25.5,0.043,0.003,0.085,0.035,0.08,0.011,0.745,0,96,2,39.6,0.188,0.052,0.104,0.604,0.052,97,1,9.3,0,0.041,0.041,0,0.907,0.01,88,1,20.5,0,0.057,0.045,0.102,0.795,0
YDR036C,EHD3,,DMA5223,,385,1,11.4,0.018,0.005,0.005,0.021,0.057,0.008,0.886,0,97,1,21.6,0.062,0.103,0.041,0.784,0.01,189,1,13.2,0.037,0.048,0.016,0.026,0.868,0.005,185,1,19.5,0.022,0.038,0.032,0.103,0.805,0
YDR035W,ARO3,,DMA5224,,61,1,9.8,0.016,0,0,0.016,0.066,0,0.902,0,,,,,,,,,167,1,10.8,0.03,0.036,0.03,0.012,0.892,0,165,1,20,0.018,0.036,0.048,0.097,0.8,0
YDR034C,LYS14,,DMA5225,,35,1,25.7,0,0,0.029,0.086,0.114,0.029,0.743,0,,,,,,,,,45,1,37.8,0.111,0,0.022,0.244,0.622,0,47,1,42.6,0.021,0.021,0.277,0.106,0.574,0
YPR039W,,,DMA5226,,44,1,6.8,0.045,0,0,0,0.023,0,0.932,0,96,1,10.4,0.063,0.01,0.021,0.896,0.01,147,1,8.2,0,0.027,0.014,0.041,0.918,0,135,1,23.7,0.037,0.059,0.059,0.081,0.763,0
YPL072W,UBP16,,DMA5227,,584,1,12,0.019,0.007,0.019,0.031,0.033,0.012,0.88,0,122,1,22.1,0.066,0.09,0.025,0.779,0.041,221,1,16.7,0.023,0.032,0.014,0.095,0.833,0.005,213,1,19.7,0.023,0.052,0.023,0.094,0.803,0.005
YPL035C,,,DMA5228,,371,3,41.5,0.035,0.008,0.272,0.03,0.062,0.008,0.585,0,235,2,21.3,0.098,0.038,0.051,0.787,0.026,234,1,18.8,0.038,0.038,0.034,0.068,0.812,0.009,149,1,25.5,0.02,0.054,0.047,0.128,0.745,0.007
YPL015C,HST2,,DMA5229,,441,1,10.7,0.016,0.007,0.011,0.023,0.05,0,0.893,0,123,1,13,0.024,0.049,0.049,0.87,0.008,230,1,16.5,0.013,0.052,0.017,0.078,0.835,0.004,217,1,18,0.06,0.041,0.018,0.055,0.82,0.005
